ticker,official_name,cik,name,title
HUM,Humana,49071,Jim Rechtin,CEO
HUM,Humana,49071,Susan Diamond,CFO
HBAN,Huntington Bancshares,49196,Stephen D. Steinour,"chairman , president & CEO"
HBAN,Huntington Bancshares,49196,Zachary Wasserman,CFO
HII,Huntington Ingalls Industries,1501585,Kirkland H. Donald,Chairman
HII,Huntington Ingalls Industries,1501585,Christopher D. Kastner,President and CEO
HII,Huntington Ingalls Industries,1501585,Jennifer Boykin,Vice president
HII,Huntington Ingalls Industries,1501585,Eric Chewning,Vice president
IBM,IBM,51143,Arvind Krishna,chairman & CEO
IBM,IBM,51143,Gary Cohn,vice chairman
IEX,IDEX Corporation,832101,Eric Ashleman,CEO
IEX,IDEX Corporation,832101,Abhi Khandelwal,CFO
IDXX,Idexx Laboratories,874716,Jay Mazelsky,CEO
IDXX,Idexx Laboratories,874716,Lawrence Kingsley,chairman
ITW,Illinois Tool Works,49826,E. Scott Santi,Chairman
ITW,Illinois Tool Works,49826,Christopher A. O'Herlihy,President & CEO
INCY,Incyte,879169,Hervé Hoppenot,"CEO , chairman & president"
IR,Ingersoll Rand,1699150,Vicente Reynal,Chairman and CEO
INTC,Intel,50863,Lip-Bu Tan,CEO
INTC,Intel,50863,Frank D. Yeary,chairman
INTC,Intel,50863,David Zinsner,CFO
INTC,Intel,50863,MJ Holthaus,co-CEO - products
ICE,Intercontinental Exchange,1571949,Jeffrey Sprecher,chair and CEO
ICE,Intercontinental Exchange,1571949,Benjamin Jackson,President
ICE,Intercontinental Exchange,1571949,Warren Gardiner,CFO
ICE,Intercontinental Exchange,1571949,Lynn Martin,"president , NYSE Group"
IFF,International Flavors & Fragrances,51253,Erik Fyrwald,CEO
IFF,International Flavors & Fragrances,51253,"Roger W. Ferguson, Jr.",chairman
IP,International Paper,51434,Andrew Silvernail,CEO
IPG,Interpublic Group of Companies (The),51644,Philippe Krakowsky,CEO
INTU,Intuit,896878,Sasan Goodarzi,CEO
INTU,Intuit,896878,Suzanne Nora Johnson,chair
ISRG,Intuitive Surgical,1035267,Gary S. Guthart,CEO
ISRG,Intuitive Surgical,1035267,Dave Rosa,president
ISRG,Intuitive Surgical,1035267,Craig Barratt,chairman
IVZ,Invesco,914208,Rick Wagoner,chairman
IVZ,Invesco,914208,Andrew Schlossberg,CEO
INVH,Invitation Homes,1687229,Dallas B. Tanner,CEO
INVH,Invitation Homes,1687229,Charles Young,President/COO
INVH,Invitation Homes,1687229,Jon Olsen,CFO
IQV,IQVIA,1478242,Ari Bousbib,Chairman & CEO
JBHT,J.B. Hunt,728535,"John N. Roberts, III",chairman of the board
JBHT,J.B. Hunt,728535,Shelley Simpson,President
JBHT,J.B. Hunt,728535,John Kuhlow,CFO
JBL,Jabil,898293,Mark Mondello,Chairman
JBL,Jabil,898293,Mike Dastoor,CEO
JBL,Jabil,898293,Gregory Hebard,CFO
J,Jacobs Solutions,52988,Bob Pragada,chairman & CEO
JNJ,Johnson & Johnson,200406,Joaquin Duato,chairman & CEO
JCI,Johnson Controls,833444,George Oliver,"Chairman, CEO"
JPM,JPMorgan Chase,19617,Jamie Dimon,chairman & CEO
JPM,JPMorgan Chase,19617,Jennifer Piepszak,COO
JPM,JPMorgan Chase,19617,Daniel E. Pinto,president
JNPR,Juniper Networks,1043604,Scott Kriens,chairman
JNPR,Juniper Networks,1043604,Pradeep Sindhu,vice chairman
JNPR,Juniper Networks,1043604,Rami Rahim,CEO
K,Kellanova,55067,Steven Cahillane,chairman & CEO
KVUE,Kenvue,1944048,Thibaut Mongon,CEO
KVUE,Kenvue,1944048,Larry Merlo,chairman
KDP,Keurig Dr Pepper,1418135,Tim Cofer,CEO
KDP,Keurig Dr Pepper,1418135,Robert Gamgort,executive chairman
KEY,KeyCorp,91576,Chris Gorman,chairman and CEO
KEY,KeyCorp,91576,Clark Khayat,CFO
KEYS,Keysight Technologies,1601046,Ron Nersesian,chairman
KEYS,Keysight Technologies,1601046,Satish Dhanasekaran,CEO & president
KMB,Kimberly-Clark,55785,Michael D. Hsu,chairman & CEO
KIM,Kimco Realty,879101,Milton Cooper,chairman
KIM,Kimco Realty,879101,Conor C. Flynn,CEO
KIM,Kimco Realty,879101,Glenn G. Cohen,CFO
KMI,Kinder Morgan,1506307,Richard Kinder,Executive Chairman
KMI,Kinder Morgan,1506307,Kimberly A. Dang,CEO
KMI,Kinder Morgan,1506307,Tom Martin,President
